0.00E+00	8.93540E+03	2.57755E+04	4.100965291
1.00E+00	9.15870E+03	2.55593E+04	3.059079968
2.00E+00	9.15600E+03	2.65640E+04	4.806030365
3.00E+00	9.10790E+03	2.88825E+04	4.38745799
4.00E+00	9.39840E+03	2.84230E+04	4.060256891
5.00E+00	9.73460E+03	2.80948E+04	3.613191535
6.00E+00	1.00501E+04	2.76444E+04	3.631820417
7.00E+00	1.04270E+04	2.72677E+04	4.979530886
8.00E+00	1.06879E+04	2.68776E+04	4.51848105
9.00E+00	1.08767E+04	2.66608E+04	4.103474639
1.00E+01	1.15836E+04	2.57862E+04	4.610961878
1.10E+01	1.18995E+04	2.53745E+04	3.347551285
1.20E+01	1.05473E+04	2.90350E+04	4.946417668
1.30E+01	1.09444E+04	2.83260E+04	5.355533338
1.40E+01	1.14534E+04	2.76891E+04	5.450326008
1.50E+01	1.19118E+04	2.70719E+04	3.437828975
1.60E+01	1.29355E+04	2.58635E+04	4.187811643
1.70E+01	9.86690E+03	2.56574E+04	4.63683754
1.80E+01	1.04348E+04	2.55243E+04	3.369970332
1.90E+01	1.08438E+04	2.56497E+04	2.739292932
2.00E+01	1.31002E+04	2.70155E+04	3.192560225
2.10E+01	1.26121E+04	2.76508E+04	3.553361945
